tenure_months,monthly_charges,total_charges,support_tickets,last_login_days,monthly_usage_gb,num_products,contract_type_Month-to-Month,contract_type_One-Year,contract_type_Two-Year,payment_method_Bank Transfer,payment_method_Credit Card,payment_method_Electronic Check,payment_method_Mailed Check,paperless_billing_No,paperless_billing_Yes,online_security_No,online_security_Yes,tech_support_No,tech_support_Yes
-0.8796385326046176,1.4613314606424836,-0.6017717415213648,0.3777048885106987,-0.9087752777100041,2.0287892348655356,0.9490144415132162,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.8388541659564751,-0.9614138578099395,0.19048446058516982,2.7821922424249617,0.27987592658919946,1.367781244361779,-0.10361856120508274,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.06812809161743492,-2.162265910814584,-0.7892682985304511,0.3777048885106987,-0.7259058616639729,-0.35265051174389095,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.8319026243112538,-1.3306370380620975,-0.9212430407238711,-1.2252866807654765,-0.9087752777100041,-1.4664037012228244,-1.1562515639233817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.12281554155601981,-0.35923439693735637,-0.03892868807422634,0.3777048885106987,-0.2687323215488945,-0.5234001296431001,-0.10361856120508274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1.2684773405967482,0.024016258276891623,1.1505361497925144,-1.2252866807654765,-0.45160173759492583,-0.4082734933322695,0.9490144415132162,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.9343259825432024,-1.3621988567268002,-0.018160675090544892,-0.42379089612738885,-0.9087752777100041,-0.286679068464651,-1.1562515639233817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.4022794496709807,-1.5175030438070838,-0.7296078319127357,-1.2252866807654765,-0.17729761352587883,-0.242698106278491,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.7364308077245265,0.16579395164373137,-0.6260192121777047,1.1792006731487863,-0.7259058616639729,0.37303536432774853,-0.10361856120508274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-0.1635999082041623,-1.0560993138040478,-0.46029644888580257,0.3777048885106987,-0.7259058616639729,1.0495660473677977,-1.1562515639233817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.0228462574847086,1.17326724267099,-0.8563497959656339,1.1792006731487863,0.005571802520152484,-0.7834052296259871,0.9490144415132162,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.9273744408979813,0.5620701193227773,-0.7959349937977912,1.1792006731487863,-1.0002099857330198,-0.04607733415212854,-0.10361856120508274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.0228462574847086,0.24394702643251934,-0.9223575545096445,-0.42379089612738885,-0.6344711536409572,0.8995133528503108,0.9490144415132162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.06812809161743492,-0.28358622839179903,-0.18094085015537437,-0.42379089612738885,-0.8173405696869884,-1.9256166887547888,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.6956464410763841,-0.839675414388943,0.15693351814392803,-0.42379089612738885,-0.9087752777100041,-0.1198101236995146,-1.1562515639233817,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.0705821657780723,0.9939159556556949,-0.8834583050598435,0.3777048885106987,-0.36016702957191016,-0.761414748532907,0.9490144415132162,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.8796385326046176,0.0505682644551337,-0.7580958916076285,-1.2252866807654765,-1.0002099857330198,0.11949805290164996,-0.10361856120508274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.12281554155601981,1.081086692920112,0.5116003472032685,0.3777048885106987,0.9199188827503091,-0.5337485913339614,0.9490144415132162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.31375917472947457,-0.24450969099740505,0.17210177893567444,0.3777048885106987,-0.2687323215488945,1.9628177915862963,-0.10361856120508274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.8796385326046176,-1.0480836138257108,-0.8480249216511674,0.3777048885106987,-0.08586290550286318,0.22298266981026166,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.027343724969292445,0.33712953868068946,0.1644225071190644,0.3777048885106987,-0.36016702957191016,0.8775228717572305,0.9490144415132162,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.3614950830228382,-0.02007009160396283,0.3252862621376249,-0.42379089612738885,-0.5430364456179415,1.4428075916205219,-0.10361856120508274,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.31375917472947457,0.407767894739786,0.46127053563352255,-0.42379089612738885,0.005571802520152484,0.006958532013534882,0.9490144415132162,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0775337074232936,-1.3556861004944014,0.08012720834629504,0.3777048885106987,-0.36016702957191016,1.8153522124915242,-1.1562515639233817,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.745836423530385,-1.0009913764529796,0.6714243424094918,-1.2252866807654765,-1.0002099857330198,0.1673596882218831,-1.1562515639233817,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.06812809161743492,0.04255256447679666,-0.050162171536930915,-0.42379089612738885,-0.9087752777100041,-0.575142438097406,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-0.9751103491913449,0.4087698572370779,-0.860563201741119,-0.42379089612738885,-1.0002099857330198,0.7067732538580215,-0.10361856120508274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.12281554155601981,1.4412922106966404,0.6669323081875632,3.5836880270630487,1.1027882987963404,-0.6165362848608507,2.0016474442315153,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.40923099131620194,-1.2499790570300795,-0.23938486575081266,0.3777048885106987,0.27987592658919946,0.6977183498785181,-1.1562515639233817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.0228462574847086,0.24845585767033349,-0.8771110131335482,0.3777048885106987,-0.17729761352587883,-0.3177244535372343,-0.10361856120508274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.8319026243112538,0.9843973119314195,-0.6434980503302009,-1.2252866807654765,1.194223006819356,0.4622908464114262,0.9490144415132162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.21133581649752597,1.27797232363802,0.1776607562330079,-0.42379089612738885,1.194223006819356,-0.8144506146985705,2.0016474442315153,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.8319026243112538,1.0515287992499933,-0.6717686439205525,-1.2252866807654765,-0.6344711536409572,-0.5065838793954507,0.9490144415132162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.027343724969292445,-1.1377592573333584,-0.36579383483113215,0.3777048885106987,3.114351875302685,0.031536128529330236,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.2137898906581635,-0.284588190889091,-1.0723004335907784,0.3777048885106987,-0.8173405696869884,0.3432835369665229,-1.1562515639233817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.55489279035693,-0.26555090344053994,1.1832104319998245,0.3777048885106987,-0.9087752777100041,0.06646218673598654,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.31375917472947457,-1.0405688950960197,-0.17708082679976878,1.1792006731487863,1.559961838911419,-1.137840042537982,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.745836423530385,-0.4018178030722729,1.2465474349474392,-0.42379089612738885,1.194223006819356,1.4027073025684353,-0.10361856120508274,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.9273744408979813,0.5455377381174569,-0.7437431287079115,0.3777048885106987,0.6456147586812622,-0.5440970530248226,-0.10361856120508274,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0297977991299299,-0.6658349211087548,0.4843151468991194,0.3777048885106987,-0.6344711536409572,1.622612113499235,-0.10361856120508274,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6409589911377991,-1.300077181894687,-0.7901313671328488,-0.42379089612738885,-0.36016702957191016,0.4648779618341417,-1.1562515639233817,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.06812809161743492,0.16779787663831527,0.008349802216176592,0.3777048885106987,2.4743089191415755,-1.489687740027262,-0.10361856120508274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-1.0705821657780723,1.3235616172648128,-0.8895813350658308,-0.42379089612738885,-0.45160173759492583,-0.7290758057489659,0.9490144415132162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6409589911377991,-2.211362073181899,-0.9366967257778277,0.3777048885106987,1.8342659629804658,-1.9256166887547888,-1.1562515639233817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.11586399991079861,1.9958784529478468,0.5518179849118506,-1.2252866807654765,-1.0002099857330198,0.1531305533969487,2.0016474442315153,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.25907172479088963,0.8661657372509457,0.04308321660086084,-0.42379089612738885,1.559961838911419,0.7753318125599769,0.9490144415132162,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1705514498493835,-1.0741346387553066,-0.292378637101188,0.3777048885106987,-0.7259058616639729,0.9008069105616684,-1.1562515639233817,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-0.30680763308425335,-0.2815823033972144,-0.3630415294455331,-1.2252866807654765,2.931482459256654,0.2760185359759251,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.6981005152370212,-0.3206588407916084,1.2482735721522347,-1.2252866807654765,2.2914395030955443,1.732564518964635,-0.10361856120508274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.21133581649752597,0.3782100010696673,-0.04855835901593973,-0.42379089612738885,-0.17729761352587883,0.653737387692358,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.40923099131620194,-1.5400471999961574,-0.36486280807106536,-1.2252866807654765,1.1027882987963404,-0.1547361819061709,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.40923099131620194,-0.6087230587631021,0.0671743834945619,1.1792006731487863,-0.9087752777100041,0.9227973916547482,-0.10361856120508274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.6503646069436575,0.19935969530301856,1.6602223323108716,-0.42379089612738885,-0.8173405696869884,-1.9256166887547888,-0.10361856120508274,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.8796385326046176,0.5189857319392147,-0.6952345957636976,-0.42379089612738885,-0.8173405696869884,0.22815690065569233,2.0016474442315153,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2.1277236898772944,1.6847690975386331,3.4752895822321785,0.3777048885106987,0.09700651054316815,0.6731407533627227,2.0016474442315153,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
-0.4500153579643444,-1.036060063858205,-0.6337936254150515,1.1792006731487863,0.4627453426352308,-0.1004067580291499,-1.1562515639233817,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.9367800567038396,0.8431205998132258,2.508129469732644,-1.2252866807654765,-0.5430364456179415,-1.145601388806128,0.9490144415132162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.7841667160178902,1.5860757915553563,-0.5228043623098539,-1.2252866807654765,-0.45160173759492583,-0.7407178251511848,0.9490144415132162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.9273744408979813,0.8170695748836301,-0.7606375267044532,-1.2252866807654765,-1.0002099857330198,1.4816143229612513,-0.10361856120508274,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-0.5932230828444355,-0.22998123478666888,-0.5282953814495184,-1.2252866807654765,-0.45160173759492583,1.1116568175129649,-0.10361856120508274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.26602326643611085,0.013495652055323987,0.2569339471540298,1.1792006731487863,-0.08586290550286318,-1.1261980231357633,-0.10361856120508274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.2182873581427472,-0.7640272458433857,-0.1231696203208603,1.1792006731487863,0.7370494667042777,-1.7173538972262077,-1.1562515639233817,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6409589911377991,0.3797129448156056,-0.4928552022250753,0.3777048885106987,1.2856577148423718,-1.4638165858001089,-0.10361856120508274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2.032251873290567,1.583570885312126,3.258924399845252,-0.42379089612738885,1.194223006819356,-0.20001070180368852,2.0016474442315153,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.8388541659564751,-0.37877266563455336,0.544967802618804,-0.42379089612738885,-0.5430364456179415,-0.2051849326491192,-0.10361856120508274,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.1660539823647997,-1.374222406694306,-1.0487121570638287,1.1792006731487863,-0.9087752777100041,-0.27891772219650485,-1.1562515639233817,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.25907172479088963,-0.29961762834847344,-0.29559305795893714,-0.42379089612738885,-0.36016702957191016,1.0637951821927316,-0.10361856120508274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-1.0705821657780723,1.3025204048216774,-0.865931896196979,1.980696457786874,1.3770924228653874,-0.6010135923245589,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.9751103491913449,-0.4864836340934596,-0.9237914716364629,-0.42379089612738885,0.9199188827503091,0.862000179220939,-1.1562515639233817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.1705514498493835,-0.47696499036918427,-0.027960241426431224,0.3777048885106987,1.194223006819356,0.9189167185206755,-0.10361856120508274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.1660539823647997,-0.5005111090555499,-1.03449531047945,-1.2252866807654765,0.4627453426352308,-1.0641072529905964,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-1.0705821657780723,-0.44740709669906564,-0.974807660598667,-0.42379089612738885,2.0171353790264974,-0.4755384943228673,-0.10361856120508274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.7841667160178902,-1.0841542637282282,-0.8379399310530707,0.3777048885106987,-0.45160173759492583,-1.109381772888114,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.06812809161743492,-0.4323776592396835,-0.20972792574401128,-0.42379089612738885,-0.17729761352587883,1.059914509058659,-0.10361856120508274,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.1660539823647997,1.2323830300112266,-0.9805841040005416,1.980696457786874,0.7370494667042777,-1.2167470629307986,0.9490144415132162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.4116850654768394,-0.25753520346220293,1.0846778991953758,0.3777048885106987,-0.17729761352587883,-0.03831598788398274,-0.10361856120508274,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.2137898906581635,1.096116130379494,-1.066354094794731,0.3777048885106987,1.3770924228653874,0.5230880588452358,0.9490144415132162,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.9751103491913449,-0.9669246515450463,-0.9663060950742608,0.3777048885106987,4.211568371578873,-0.03960954559534031,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.4500153579643444,-0.4574267216719873,-0.5214316075249378,1.1792006731487863,1.2856577148423718,-0.2840919530419355,-1.1562515639233817,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.07507963326265613,1.8140222596893207,0.7632290176046981,1.1792006731487863,1.4685271308884031,0.7533413314668966,2.0016474442315153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.4977512662577081,-0.8847637267670901,-0.6357304329086212,-0.42379089612738885,0.4627453426352308,0.07810420613820543,-0.10361856120508274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.8319026243112538,0.09665853933057242,-0.7069301946985523,-0.42379089612738885,-0.8173405696869884,-1.0201262908044364,-0.10361856120508274,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.0228462574847086,0.7529439750569323,-0.8540596060521847,-0.42379089612738885,-0.8173405696869884,-0.5143452256635968,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-1.2137898906581635,-1.0796454324904132,-1.0958683226704273,-0.42379089612738885,0.005571802520152484,0.818019217034779,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.5047028079029293,0.8801932122130351,0.8491960870561277,0.3777048885106987,0.18844121856618382,-1.9256166887547888,0.9490144415132162,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.7841667160178902,-0.10273199763056529,-0.7431654843677239,-0.42379089612738885,0.7370494667042777,0.22298266981026166,-0.10361856120508274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-0.4977512662577081,-0.15583600998704944,-0.4312715197453239,-0.42379089612738885,-0.9087752777100041,1.2345448000919412,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.6503646069436575,-1.465400993947892,0.24852072723459334,-0.42379089612738885,-0.8173405696869884,0.9706590269749813,-1.1562515639233817,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.6409589911377991,-0.20543315360301106,-0.58433367826347,1.980696457786874,-0.7259058616639729,1.4195235528160848,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1.6026286986502938,1.0480219305094711,2.2890391652231865,-1.2252866807654765,0.09700651054316815,1.3289745130210495,-0.10361856120508274,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.354543541377617,-1.253986907019248,-0.6034027373054235,1.1792006731487863,0.005571802520152484,-0.6036007077472741,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.2137898906581635,-0.3877903281101827,-1.0864833010963224,0.3777048885106987,0.005571802520152484,-1.021419848515794,-0.10361856120508274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.2684773405967482,-0.6503045024007266,0.6566978096425946,-0.42379089612738885,-0.8173405696869884,0.38726449915268296,-0.10361856120508274,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.027343724969292445,-0.1969164723760277,-0.04478668126530392,1.1792006731487863,-0.7259058616639729,0.6809020996308685,-0.10361856120508274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-0.7841667160178902,-0.9403726453668045,-0.8645999163066642,0.3777048885106987,-0.5430364456179415,-0.4988225331273049,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.7433823493697477,2.059002090277252,1.8234102563217158,-1.2252866807654765,0.18844121856618382,0.0522330519110525,2.0016474442315153,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.6981005152370212,-1.14777888230628,0.5423718009958437,-1.2252866807654765,3.0229171672796693,-0.1353328162358062,-1.1562515639233817,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.6981005152370212,-0.7795576645514141,0.8688835653328703,-0.42379089612738885,-0.6344711536409572,1.1129503752243224,-0.10361856120508274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5454871745510718,-0.9128186766912701,-0.6691046841399232,-0.42379089612738885,-0.17729761352587883,0.8516517175300776,-1.1562515639233817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.9273744408979813,-0.22547240354885403,-0.8464075174986424,-1.2252866807654765,-0.45160173759492583,1.644602594592315,-1.1562515639233817,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-1.1660539823647997,-0.5906877338118434,-1.0590214095822335,1.1792006731487863,0.9199188827503091,0.8995133528503108,-1.1562515639233817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
